text,term,polarity
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",BANANA PUDDING,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",CRABCAKES,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",MAC AND CHEESE,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",food,negative
"The staff is arrogant, the prices are way high for Brooklyn.",staff,negative
"The staff is arrogant, the prices are way high for Brooklyn.",prices,negative
"The staff is arrogant, the prices are way high for Brooklyn.",service,negative
"The staff is arrogant, the prices are way high for Brooklyn.",price,negative
This place is average... at best.,anecdotes/miscellaneous,negative
the service is prompt friendly.,service,positive
the service is prompt friendly.,service,positive
Whatever the reason it is definitely the place to be.,anecdotes/miscellaneous,positive
This is literally a hot spot when it comes to the food.,food,positive
This is literally a hot spot when it comes to the food.,food,positive
The downstairs bar scene is very cool and chill...,downstairs bar scene,positive
The downstairs bar scene is very cool and chill...,ambience,positive
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",food,positive
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",price,negative
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",drinks,neutral
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",food,positive
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",price,negative
I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,casual lunches,neutral
I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,anecdotes/miscellaneous,positive
If you are a Tequila fan you will not be disappointed.,Tequila,positive
If you are a Tequila fan you will not be disappointed.,food,positive
"Great beer selection too, something like 50 beers.",beer selection,positive
"Great beer selection too, something like 50 beers.",beers,neutral
"Great beer selection too, something like 50 beers.",food,positive
"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE.",anecdotes/miscellaneous,neutral
Not to sound too negative but be wary of the delivary.,delivary,negative
Not to sound too negative but be wary of the delivary.,service,negative
Feels like family when we go there.,anecdotes/miscellaneous,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",food,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",owner,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",food,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",price,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",service,positive
They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,homemade pastas,positive
They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,gnocchi,positive
They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,food,positive
"My vegetable risotto was burnt, and infused totally in a burnt flavor.",vegetable risotto,negative
"My vegetable risotto was burnt, and infused totally in a burnt flavor.",flavor,negative
"My vegetable risotto was burnt, and infused totally in a burnt flavor.",food,negative
What a pleasant surprise!,anecdotes/miscellaneous,positive
The main draw of this place is the price.,price,positive
The main draw of this place is the price.,price,positive
How can hope to stay in business with service like this?,service,negative
How can hope to stay in business with service like this?,service,negative
"But dinner here is never disappointing, even if the prices are a bit over the top.",dinner,positive
"But dinner here is never disappointing, even if the prices are a bit over the top.",prices,negative
"But dinner here is never disappointing, even if the prices are a bit over the top.",food,positive
"But dinner here is never disappointing, even if the prices are a bit over the top.",price,negative
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",sandwiches,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",soup,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",pizza,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",homemade sorbets,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",food,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",homemade Guacamole,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",entree,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",deserts,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",food,positive
The sushi is reasonably priced and fresh.,sushi,positive
The sushi is reasonably priced and fresh.,priced,positive
The sushi is reasonably priced and fresh.,food,positive
